Prefixo,Nexthop,as-path,Origem Prefixo
115.84.166.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17841', '17574'])"
209.165.0.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['7029', '6983'])"
2610:a1:1001::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397223', '397228', '397241', '397231'])"
122.200.86.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
101.251.204.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
200.2.64.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262191', '64562'])"
2606:840::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33059', '3356'])"
203.119.28.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24151', '24409'])"
2405:1c0:6254::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
104.254.18.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397986', '33287'])"
2a0e:6901:300::/40,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['57695', '917'])"
170.146.32.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65517'])"
103.235.252.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
219.232.125.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
103.74.48.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
102.215.164.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15399', '37027'])"
74.221.234.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['393423', '19893'])"
2405:1c0:6761::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
211.67.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24358', '4538'])"
216.240.242.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
177.47.208.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262473', '65006'])"
23.19.52.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['393886', '136988', '395954', '27411', '30633', '205544', '60781', '396362', '134351'])"
173.209.84.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20296', '20165'])"
112.213.101.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
185.71.24.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['16376', '39537'])"
185.55.150.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['35047', '198279'])"
69.80.115.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26451', '26077'])"
50.225.239.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['396021', '395976'])"
142.146.38.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65210', '32787'])"
194.28.156.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59729', '207710'])"
2401:4900:6349::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65534', '45609'])"
103.185.18.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['29761', '147194'])"
2001:dc7:3::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24406', '24409'])"
103.219.28.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58461', '56041'])"
223.203.100.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
103.45.67.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
197.211.8.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['15399', '37027'])"
91.202.170.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['44709', '36007'])"
213.108.96.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['58343', '57208'])"
170.34.117.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65111', '32787'])"
223.204.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
38.101.24.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['398779', '174'])"
185.164.175.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['212335', '33387'])"
66.146.73.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['11123', '11841'])"
177.55.227.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28656', '264228'])"
134.119.89.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
202.61.84.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['133201', '135097'])"
2802:0:4b::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18747', '7087'])"
2a00:1d23::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['206570', '49544'])"
83.143.192.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34485', '29554'])"
223.26.48.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
112.213.121.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
2405:1c0:7951::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
170.79.88.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['267857', '262186'])"
103.61.63.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63583', '63582'])"
198.133.199.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397222', '397228', '397231', '397232'])"
91.209.84.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['198949', '48307'])"
190.90.152.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
120.133.239.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
108.165.227.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['62240', '210703'])"
103.117.72.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
185.3.24.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24990', '15830'])"
2401:cf80:60b9::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
12.220.102.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['30572', '65199'])"
218.253.217.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['39743', '9381'])"
66.245.186.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33218', '33210'])"
113.209.200.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '4847'])"
207.203.28.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64515', '32787'])"
170.48.20.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13348', '65411'])"
24.112.100.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
200.4.115.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['271332', '271739'])"
190.108.94.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
192.23.62.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32034', '72'])"
212.69.134.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['59729', '207710'])"
216.153.52.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33425', '65532'])"
103.61.62.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['63583', '63582'])"
2001:1938:3000::/40,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
223.194.128.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['65146', '3786'])"
167.219.88.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26342', '30337'])"
2405:1c0:6661::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
142.195.252.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64258', '65151'])"
2403:6200::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45629', '45758'])"
168.187.75.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['6412', '{42781,201378}'])"
154.88.3.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
2405:1c0:6772::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
198.160.13.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8037', '701'])"
205.180.85.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['25751', '26762'])"
204.106.30.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['237', '33657'])"
38.102.228.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['400453', '174'])"
191.97.60.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28032', '262589'])"
66.115.111.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
204.74.104.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['399157', '399167'])"
200.24.0.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
103.235.244.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
2001:dcd:7::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397234', '397237', '397218', '397219', '397231'])"
2001:510::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['{36786}', '376'])"
69.16.133.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33438', '12989'])"
43.231.184.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137443', '58879'])"
2401:cf80:60fd::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
190.90.71.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18678', '262589'])"
117.73.16.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
24.112.11.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
16.14.228.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20115', '7843'])"
209.62.248.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
2604:5200:1001::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['701', '393658'])"
223.26.59.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
208.73.238.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['397325', '36508'])"
2401:cf80:60c9::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
1.2.4.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24406', '24151'])"
63.218.156.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['198148', '3491'])"
117.79.128.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
134.119.51.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
81.30.112.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['48129', '64515'])"
121.127.254.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
138.219.52.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['264491', '263924'])"
205.209.193.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17025', '30613'])"
2405:1c0:6542::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
212.163.225.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['8903', '12541'])"
2405:1c0:6a52::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
66.115.110.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
117.79.152.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
209.62.228.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26794', '32719'])"
210.33.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['24364', '4538'])"
203.81.182.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['45250', '24545'])"
120.131.10.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['137280', '59019'])"
2405:1c0:6662::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
106.75.64.0/19,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
66.22.239.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['206570', '49544'])"
2a0c:9a40:808d::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['201106', '50131'])"
175.25.40.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
74.122.144.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['399257', '398453'])"
103.240.244.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4808', '23724'])"
178.171.72.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['213296', '9009'])"
58.207.0.0/16,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['4538', '24348'])"
170.146.94.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65525'])"
209.147.91.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54103', '39855'])"
121.127.250.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
177.55.235.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['28656', '264228'])"
2405:1c0:6342::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
103.117.101.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['54574', '906'])"
2804:9c4::/32,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['33182', '53055'])"
198.29.160.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['26425', '23503'])"
2802:0:46::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['18747', '7087'])"
37.152.134.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['60397', '57970'])"
113.31.96.0/20,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
2405:1c0:6633::/48,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['55303', '58810'])"
189.203.177.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['22884', '17072'])"
44.31.37.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['20473', '63297'])"
88.230.188.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
78.172.118.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['9121', '47331'])"
134.119.22.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['34011', '8972'])"
192.108.210.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['1883', '1880'])"
170.146.190.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['14299', '65525'])"
175.102.132.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['17621', '4811'])"
103.241.72.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['64050', '38197'])"
89.43.120.0/21,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['10', '41110'])"
24.112.126.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['13368', '35986'])"
89.147.32.0/23,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['32787', '65054'])"
185.120.84.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['200845', '62332'])"
177.47.220.0/22,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['262473', '65006'])"
198.140.63.0/24,187.16.223.133,"['28186', '3356', '1299', '7473', '3758', '55415']","set(['393226', '{393226}'])"
